player,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Per90Minutes_Gls,Per90Minutes_Ast,Per90Minutes_G+A,Per90Minutes_G-PK,Per90Minutes_G+A-PK,Per90Minutes_xG,Per90Minutes_xAG,Per90Minutes_xG+xAG,Per90Minutes_npxG,Per90Minutes_npxG+xAG,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,SCA_SCA,SCA_SCA90,GCA_GCA,GCA_GCA90,Touches_Att3rd,Touches_AttPen,Take-Ons_Att,Take-Ons_Succ,Total_Cmp,Total_Att,Total_Cmp%,KP_,1/3_,PPA_,CrsPA_,Tackles_Tkl,Tackles_TklW,Int_,Tkl+Int_,Blocks_Sh,Clr_,Err_
Aaron Cresswell,0,0,0,0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.24,0.05,0.24,1,0,0.0,1.38,0.0,0.0,0.0,5,6.92,0,0.0,12,0,0,0,34,50,68.0,3,3,0,0,2,0,0,2,0,5,0
Aaron Ramsdale,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.14,0,0.0,0,0,0,0,418,611,68.4,0,18,1,0,0,0,2,2,0,8,2
Aaron Wan-Bissaka,2,1,3,2,0,0.9,0.9,1.2,2.2,0.11,0.05,0.16,0.11,0.16,0.05,0.06,0.11,0.05,0.11,11,3,27.3,0.58,0.16,0.18,0.67,51,2.68,4,0.21,307,26,59,30,748,925,80.9,18,53,14,4,36,28,34,70,6,61,0
Abdoulaye Doucouré,0,0,0,0,0,0.9,0.9,0.9,1.8,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.11,0.06,0.11,11,2,18.2,0.69,0.13,0.0,0.0,31,1.96,1,0.06,209,21,17,10,448,551,81.3,17,28,7,0,29,16,6,35,4,13,1
Abdul Fatawu Issahaku,0,2,2,0,0,0.4,0.4,1.6,2.0,0.0,0.31,0.31,0.0,0.31,0.06,0.24,0.31,0.06,0.31,13,5,38.5,2.02,0.78,0.0,0.0,17,2.64,3,0.47,157,26,69,29,123,197,62.4,6,7,7,2,21,15,4,25,0,12,0
Adam Armstrong,2,2,4,2,0,3.2,2.3,1.2,3.5,0.16,0.16,0.32,0.16,0.32,0.26,0.09,0.35,0.18,0.28,23,6,26.1,1.83,0.48,0.09,0.33,19,1.51,4,0.32,174,45,14,6,206,255,80.8,9,9,8,2,11,2,3,14,1,6,0
Adam Lallana,0,2,2,0,0,0.2,0.2,0.9,1.1,0.0,0.55,0.55,0.0,0.55,0.05,0.25,0.29,0.05,0.29,3,0,0.0,0.82,0.0,0.0,0.0,8,2.2,2,0.55,66,6,11,5,210,243,86.4,4,20,9,3,7,5,4,11,1,5,0
Adam Smith,0,0,0,0,0,0.6,0.6,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,1,0,0.0,0.09,0.0,0.0,0.0,12,1.04,1,0.09,115,3,11,4,312,407,76.7,3,31,3,1,16,8,11,27,2,37,1
Adam Webster,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1,1,100.0,0.54,0.54,0.0,0.0,1,0.54,0,0.0,8,2,2,1,161,178,90.4,0,16,0,0,3,2,2,5,3,6,1
Adam Wharton,0,0,0,0,0,0.2,0.2,0.6,0.8,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.12,0.03,0.12,9,5,55.6,1.3,0.72,0.0,0.0,26,3.77,1,0.14,109,6,7,1,285,362,78.7,8,39,11,2,18,10,10,28,0,13,0
Adama Traoré,1,3,4,1,0,3.1,3.1,2.9,6.1,0.09,0.28,0.37,0.09,0.37,0.29,0.27,0.57,0.29,0.57,25,8,32.0,2.33,0.75,0.04,0.13,46,4.29,3,0.28,256,56,56,29,232,325,71.4,25,17,17,10,9,5,1,10,0,4,1
Alejandro Garnacho,3,1,4,3,0,4.8,4.8,2.4,7.2,0.24,0.08,0.32,0.24,0.32,0.38,0.19,0.57,0.38,0.57,46,19,41.3,3.68,1.52,0.07,0.16,38,3.04,2,0.16,328,82,49,13,329,418,78.7,18,12,8,1,15,10,7,22,0,9,2
Alex Iwobi,7,3,10,7,0,3.2,3.2,4.7,7.9,0.35,0.15,0.5,0.35,0.5,0.16,0.24,0.39,0.16,0.39,41,19,46.3,2.05,0.95,0.17,0.37,90,4.49,12,0.6,535,71,59,32,699,922,75.8,42,71,56,7,26,15,7,33,1,22,0
Alex McCarthy,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,90,117,76.9,0,2,0,0,0,0,0,0,0,1,4
Alex Scott,0,0,0,0,0,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.12,0.05,0.12,3,1,33.3,1.03,0.34,0.0,0.0,11,3.75,0,0.0,58,5,13,2,116,132,87.9,5,22,4,0,16,7,6,22,1,5,0
Alexander Isak,15,5,20,15,0,12.5,12.5,3.5,16.1,0.88,0.29,1.17,0.88,1.17,0.73,0.21,0.94,0.73,0.94,58,27,46.6,3.39,1.58,0.26,0.56,64,3.74,9,0.53,365,112,60,28,295,399,73.9,32,22,12,0,7,3,1,8,1,8,1
Alexis Mac Allister,1,3,4,1,0,1.5,1.5,3.1,4.6,0.06,0.19,0.25,0.06,0.25,0.09,0.2,0.29,0.09,0.29,18,7,38.9,1.15,0.45,0.06,0.14,65,4.14,8,0.51,315,34,23,8,728,849,85.7,24,70,23,1,58,36,11,69,2,12,1
Alfie Dorrington,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,15,16,93.8,0,0,0,0,0,0,0,0,0,0,0
Alfie Pond,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,1,1,100.0,0,0,0,0,0,0,0,0,0,0,0
Ali Al Hamadi,0,0,0,0,0,0.4,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.24,0.05,0.28,0.24,0.28,4,0,0.0,2.69,0.0,0.0,0.0,8,5.37,0,0.0,30,9,7,4,25,30,83.3,2,0,0,0,1,0,0,1,0,2,0
Alisson,0,0,0,0,0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,0,0,0.0,0.0,0.0,0.0,0.0,3,0.25,0,0.0,0,0,1,1,316,372,84.9,1,5,0,0,0,0,0,0,0,6,0
Alphonse Areola,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.1,0,0.0,0,0,0,0,304,407,74.7,0,5,0,0,1,1,0,1,0,6,1
Amad Diallo,6,6,12,6,0,3.9,3.9,3.2,7.0,0.41,0.41,0.82,0.41,0.82,0.26,0.21,0.48,0.26,0.48,38,13,34.2,2.58,0.88,0.16,0.46,68,4.62,15,1.02,424,92,63,32,556,672,82.7,29,22,24,4,29,23,10,39,0,14,0
Amadou Onana,2,0,2,2,0,1.8,1.8,0.1,2.0,0.18,0.0,0.18,0.18,0.18,0.17,0.01,0.18,0.17,0.18,14,4,28.6,1.26,0.36,0.14,0.5,14,1.26,2,0.18,97,15,13,8,420,476,88.2,3,29,5,1,35,20,19,54,6,22,3
Andreas Pereira,2,1,3,2,0,3.0,2.2,2.2,4.5,0.14,0.07,0.22,0.14,0.22,0.22,0.16,0.38,0.16,0.32,25,8,32.0,1.81,0.58,0.08,0.25,70,5.06,3,0.22,346,21,16,6,463,661,70.0,36,44,15,4,13,5,5,18,1,6,1
Andrew Robertson,0,0,0,0,0,0.5,0.5,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.15,0.19,0.03,0.19,6,2,33.3,0.37,0.12,0.0,0.0,45,2.8,1,0.06,367,28,7,2,963,1148,83.9,24,86,19,11,26,16,10,36,3,25,0
André,0,0,0,0,0,0.1,0.1,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,2,1,50.0,0.17,0.08,0.0,0.0,20,1.69,2,0.17,64,1,12,6,507,548,92.5,8,42,3,0,45,30,10,55,5,18,1
André Onana,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,4,0.19,0,0.0,0,0,0,0,647,849,76.2,1,17,0,0,1,1,0,1,0,9,3
Andy Irving,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,1,1,100.0,1.03,1.03,0.0,0.0,3,3.03,0,0.0,12,0,0,0,80,87,92.0,0,13,0,0,5,3,0,5,0,3,0
Anthony Elanga,3,5,8,3,0,2.0,2.0,2.2,4.2,0.22,0.37,0.6,0.22,0.6,0.15,0.16,0.31,0.15,0.31,20,10,50.0,1.49,0.75,0.15,0.3,46,3.44,7,0.52,286,50,37,9,237,376,63.0,24,12,11,1,11,8,5,16,0,21,0
Anthony Gordon,6,4,10,5,1,6.9,5.3,4.2,9.5,0.34,0.23,0.57,0.28,0.51,0.39,0.24,0.63,0.3,0.54,41,15,36.6,2.32,0.85,0.12,0.33,79,4.48,10,0.57,457,93,73,30,463,632,73.3,44,39,40,15,22,13,6,28,2,9,1
Antoine Semenyo,6,2,8,6,0,6.4,6.4,3.5,9.9,0.31,0.1,0.41,0.31,0.41,0.33,0.18,0.51,0.33,0.51,79,23,29.1,4.07,1.19,0.08,0.26,69,3.56,7,0.36,490,108,83,44,424,592,71.6,22,32,25,4,29,18,4,33,4,19,0
Antonee Robinson,0,9,9,0,0,0.5,0.5,3.1,3.6,0.0,0.43,0.43,0.0,0.43,0.03,0.15,0.17,0.03,0.17,11,2,18.2,0.52,0.1,0.0,0.0,57,2.71,10,0.48,461,45,55,25,945,1243,76.0,30,74,40,20,56,35,41,97,4,70,0
Antony,0,0,0,0,0,1.0,1.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.69,0.08,0.77,0.69,0.77,6,3,50.0,4.03,2.01,0.0,0.0,7,4.7,0,0.0,52,7,11,4,54,66,81.8,3,1,4,1,6,3,2,8,0,0,0
Antonín Kinský,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,39,49,79.6,0,0,0,0,2,1,0,2,0,0,0
Archie Gray,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,100.0,0.13,0.13,0.0,0.0,1,0.13,0,0.0,30,0,6,3,511,568,90.0,0,15,0,0,8,3,5,13,5,23,2
Arijanet Muric,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.06,0,0.0,0,0,0,0,425,595,71.4,0,13,0,0,0,0,0,0,0,10,5
Armando Broja,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.13,0.06,0.13,4,0,0.0,2.26,0.0,0.0,0.0,4,2.26,0,0.0,41,11,11,5,27,34,79.4,2,2,0,0,2,1,0,2,0,3,0
Asher Agbinone,0,0,0,0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.29,0.5,0.79,0.29,0.79,1,0,0.0,15.0,0.0,0.0,0.0,1,15.0,0,0.0,6,0,2,0,2,3,66.7,1,0,0,0,2,1,0,2,0,0,0
Ashley Young,1,3,4,1,0,0.2,0.2,1.4,1.7,0.06,0.19,0.25,0.06,0.25,0.01,0.09,0.1,0.01,0.1,5,3,60.0,0.31,0.19,0.2,0.33,34,2.13,5,0.31,244,5,9,4,563,795,70.8,18,67,16,7,44,24,20,64,3,50,1
Axel Disasi,1,0,1,1,0,0.3,0.3,0.1,0.4,0.26,0.0,0.26,0.26,0.26,0.07,0.02,0.1,0.07,0.1,2,1,50.0,0.51,0.26,0.5,1.0,2,0.51,0,0.0,39,2,1,1,258,282,91.5,2,19,2,0,7,4,1,8,1,11,1
Axel Tuanzebe,0,0,0,0,0,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,3,0,0.0,0.35,0.0,0.0,0.0,6,0.7,0,0.0,63,6,3,2,291,353,82.4,3,25,0,0,18,11,11,29,3,25,0
Bart Verbruggen,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,2,0.11,0,0.0,0,0,2,2,586,734,79.8,0,7,0,0,0,0,0,0,0,13,3
Ben Brereton,0,0,0,0,0,0.9,0.9,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.02,0.2,0.18,0.2,11,1,9.1,2.2,0.2,0.0,0.0,9,1.8,0,0.0,112,20,4,1,128,166,77.1,3,9,2,1,3,2,0,3,1,4,0
Ben Davies,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,4,1,0,0,160,177,90.4,0,11,0,0,1,0,5,6,5,18,0
Ben Johnson,0,1,1,0,0,0.3,0.3,0.4,0.7,0.0,0.13,0.13,0.0,0.13,0.04,0.05,0.09,0.04,0.09,2,1,50.0,0.27,0.13,0.0,0.0,11,1.46,3,0.4,82,4,14,5,183,248,73.8,3,10,1,1,23,13,11,34,4,23,0
Ben Mee,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,11,3,0,0,93,119,78.2,0,10,0,0,2,2,4,6,3,5,0
Ben White,0,1,1,0,0,0.1,0.1,0.4,0.6,0.0,0.13,0.13,0.0,0.13,0.02,0.06,0.07,0.02,0.07,4,1,25.0,0.52,0.13,0.0,0.0,8,1.04,1,0.13,93,7,2,0,294,352,83.5,3,27,6,1,10,6,11,21,5,23,0
Ben Winterburn,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,0,1,2,50.0,0,0,0,0,0,0,0,0,0,0,0
Benoît Badiashile,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,11,0,1,0,200,223,89.7,0,21,1,0,6,4,6,12,2,6,1
Bernardo Silva,2,4,6,2,0,2.9,2.9,4.0,6.9,0.1,0.21,0.31,0.1,0.31,0.15,0.21,0.36,0.15,0.36,25,9,36.0,1.3,0.47,0.08,0.22,65,3.37,7,0.36,599,118,45,21,942,1096,85.9,37,52,20,5,27,20,15,42,4,17,3
Bernd Leno,0,1,1,0,0,0.0,0.0,0.1,0.1,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.14,1,0.05,0,0,0,0,661,806,82.0,1,6,1,0,2,2,0,2,0,6,4
Beto,1,0,1,1,0,1.7,1.7,0.0,1.7,0.38,0.0,0.38,0.38,0.38,0.62,0.0,0.62,0.62,0.62,11,4,36.4,4.14,1.51,0.09,0.25,4,1.51,0,0.0,42,18,11,7,12,28,42.9,0,0,0,0,4,1,0,4,0,2,0
Bilal El Khannouss,1,1,2,1,0,0.4,0.4,1.8,2.1,0.1,0.1,0.21,0.1,0.21,0.04,0.18,0.22,0.04,0.22,9,2,22.2,0.94,0.21,0.11,0.5,23,2.4,2,0.21,172,9,22,15,350,452,77.4,15,46,11,1,24,12,4,28,0,4,0
Billy Gilmour,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,1,0,0.0,0.92,0.0,0.0,0.0,3,2.76,0,0.0,13,0,2,1,58,67,86.6,0,12,2,0,3,3,0,3,0,1,0
Bobby Reid,1,0,1,1,0,0.7,0.7,0.1,0.8,0.32,0.0,0.32,0.32,0.32,0.23,0.04,0.27,0.23,0.27,5,2,40.0,1.6,0.64,0.2,0.5,6,1.91,2,0.64,46,8,5,0,70,98,71.4,1,5,3,0,4,3,0,4,1,4,0
Boubacar Kamara,0,0,0,0,0,0.1,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,3,1,33.3,0.35,0.12,0.0,0.0,15,1.76,2,0.24,70,5,13,5,393,433,90.8,6,39,6,0,22,10,10,32,5,19,2
Boubakary Soumaré,0,0,0,0,0,0.2,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,4,0,0.0,0.39,0.0,0.0,0.0,16,1.56,0,0.0,77,4,23,12,511,585,87.4,3,48,6,1,19,9,13,32,3,12,1
Brajan Gruda,0,0,0,0,0,0.3,0.3,0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.08,0.15,0.23,0.08,0.23,3,2,66.7,0.84,0.56,0.0,0.0,15,4.18,0,0.0,95,21,17,6,88,122,72.1,9,3,7,1,7,2,2,9,0,2,0
Brandon Austin,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,22,32,68.8,0,0,0,0,0,0,0,0,0,1,0
Brennan Johnson,7,2,9,7,0,8.0,8.0,1.3,9.3,0.42,0.12,0.54,0.42,0.54,0.48,0.08,0.56,0.48,0.56,45,16,35.6,2.71,0.97,0.16,0.44,36,2.17,6,0.36,369,100,28,14,318,449,70.8,14,22,23,4,32,20,4,36,2,9,0
Bruno Fernandes,4,6,10,2,2,6.7,5.1,4.6,9.7,0.22,0.33,0.54,0.11,0.44,0.36,0.25,0.61,0.28,0.53,56,14,25.0,3.05,0.76,0.04,0.14,98,5.33,8,0.44,541,53,39,15,842,1115,75.5,45,97,34,6,44,25,14,58,2,21,1
Bruno Guimarães,1,6,7,1,0,2.1,2.1,4.7,6.8,0.05,0.29,0.34,0.05,0.34,0.1,0.23,0.33,0.1,0.33,26,5,19.2,1.28,0.25,0.04,0.2,74,3.63,13,0.64,337,32,52,23,873,1052,83.0,30,108,35,3,49,30,20,69,7,16,2
Bryan Mbeumo,13,3,16,10,3,6.6,4.2,5.3,9.5,0.62,0.14,0.76,0.48,0.62,0.31,0.25,0.57,0.2,0.46,35,18,51.4,1.67,0.86,0.29,0.56,83,3.96,10,0.48,537,76,59,27,511,742,68.9,42,32,36,9,28,17,8,36,3,31,0
Bukayo Saka,5,10,15,4,1,4.2,3.4,5.8,9.2,0.35,0.71,1.06,0.28,0.99,0.3,0.41,0.71,0.24,0.65,45,17,37.8,3.19,1.21,0.09,0.24,89,6.32,21,1.49,536,115,73,33,406,546,74.4,42,11,28,9,22,13,2,24,0,7,0
Caleb Kporha,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,5,0,0,0,5,7,71.4,0,0,1,1,2,1,0,2,0,1,0
Caleb Okoli,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,3,1,33.3,0.34,0.11,0.0,0.0,2,0.23,0,0.0,21,7,0,0,404,469,86.1,0,14,0,0,21,12,11,32,12,58,1
Callum Hudson-Odoi,2,2,4,2,0,1.8,1.8,2.0,3.8,0.12,0.12,0.24,0.12,0.24,0.11,0.12,0.23,0.11,0.23,26,9,34.6,1.57,0.54,0.08,0.22,71,4.29,9,0.54,425,51,45,26,473,574,82.4,33,16,17,4,15,10,11,26,0,5,1
Callum Wilson,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1,1.48,0,0.0,5,3,2,0,6,8,75.0,0,0,0,0,1,1,0,1,0,0,0
Calvin Bassey,0,0,0,0,0,0.4,0.4,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,8,3,37.5,0.4,0.15,0.0,0.0,12,0.6,2,0.1,74,9,17,7,1140,1273,89.6,2,80,0,0,28,18,12,40,13,63,4
Cameron Archer,2,0,2,2,0,4.4,3.6,0.2,3.8,0.19,0.0,0.19,0.19,0.19,0.41,0.02,0.43,0.34,0.36,21,6,28.6,1.97,0.56,0.1,0.33,11,1.04,0,0.0,100,39,21,8,125,153,81.7,1,5,6,0,8,5,2,10,1,5,0
Cameron Burgess,0,1,1,0,0,0.6,0.6,0.3,0.9,0.0,0.11,0.11,0.0,0.11,0.07,0.04,0.1,0.07,0.1,8,1,12.5,0.89,0.11,0.0,0.0,5,0.56,2,0.22,34,18,0,0,364,452,80.5,3,22,2,0,7,5,6,13,9,61,1
Caoimhín Kelleher,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,3,0.37,1,0.12,0,0,1,1,221,296,74.7,0,5,0,0,0,0,0,0,0,0,2
Carlos Alcaraz,0,0,0,0,0,0.1,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.62,0.86,1.48,0.62,1.48,1,1,100.0,9.0,9.0,0.0,0.0,1,9.0,0,0.0,9,2,2,0,13,13,100.0,1,4,1,1,0,0,1,1,0,0,0
Carlos Baleba,2,1,3,2,0,1.2,1.2,0.7,1.8,0.13,0.07,0.2,0.13,0.2,0.08,0.04,0.12,0.08,0.12,24,7,29.2,1.61,0.47,0.08,0.29,33,2.21,2,0.13,178,7,32,18,531,601,88.4,12,63,13,1,42,23,29,71,5,15,0
Carlos Forbs,0,0,0,0,0,0.1,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,2,0,0.0,0.76,0.0,0.0,0.0,5,1.91,1,0.38,60,13,12,7,56,87,64.4,1,2,3,1,8,5,1,9,0,2,1
Carlos Soler,1,1,2,1,0,1.1,1.1,0.9,2.0,0.11,0.11,0.23,0.11,0.23,0.13,0.1,0.23,0.13,0.23,18,5,27.8,2.04,0.57,0.06,0.2,34,3.85,2,0.23,125,13,11,5,332,394,84.3,9,28,7,0,8,8,3,11,3,9,2
Carlos Vinícius,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.83,0.83,0.83,1,1,100.0,22.5,22.5,0.0,0.0,1,22.5,0,0.0,2,2,1,1,0,1,0.0,0,0,0,0,0,0,0,0,0,0,0
Casemiro,1,0,1,1,0,1.1,1.1,2.1,3.2,0.11,0.0,0.11,0.11,0.11,0.12,0.23,0.34,0.12,0.34,18,5,27.8,1.94,0.54,0.06,0.2,40,4.31,3,0.32,145,25,5,3,459,579,79.3,16,49,13,5,39,26,8,47,5,30,3
Chadi Riad,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1,0,0,0,70,82,85.4,0,8,1,0,5,2,2,7,0,0,0
Charlie Taylor,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0,0,0.0,0.0,0.0,0.0,0.0,2,0.68,1,0.34,36,1,2,2,154,177,87.0,1,8,2,1,7,5,3,10,3,22,1
Cheick Doucouré,0,0,0,0,0,0.4,0.4,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,7,0,0.0,1.39,0.0,0.0,0.0,9,1.79,3,0.6,45,4,5,2,174,204,85.3,1,17,3,0,16,8,11,27,0,10,1
Chiedozie Ogbene,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0,0,0.0,0.0,0.0,0.0,0.0,3,1.13,0,0.0,40,6,7,1,32,43,74.4,2,0,0,0,7,3,1,8,0,3,0
Chiquinho,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.42,0,0,0.0,0.0,0.0,0.0,0.0,2,25.71,0,0.0,2,1,0,0,3,3,100.0,1,0,1,1,0,0,0,0,0,0,0
Chris Richards,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2,1,50.0,0.25,0.13,0.0,0.0,1,0.13,0,0.0,22,4,3,0,290,358,81.0,0,8,0,0,17,9,5,22,4,37,0
Chris Wood,13,1,14,11,2,7.4,5.8,1.2,7.0,0.7,0.05,0.76,0.6,0.65,0.4,0.06,0.46,0.31,0.38,35,20,57.1,1.9,1.08,0.31,0.55,21,1.14,2,0.11,162,54,8,2,177,281,63.0,7,8,6,1,1,1,4,5,3,13,0
Christian Eriksen,0,1,1,0,0,0.1,0.1,2.1,2.2,0.0,0.14,0.14,0.0,0.14,0.02,0.29,0.31,0.02,0.31,3,0,0.0,0.43,0.0,0.0,0.0,27,3.83,6,0.85,139,9,1,0,353,434,81.3,16,36,2,0,12,5,5,17,2,6,0
Christian Nørgaard,2,2,4,2,0,2.3,2.3,0.5,2.8,0.12,0.12,0.25,0.12,0.25,0.14,0.03,0.17,0.14,0.17,19,6,31.6,1.16,0.37,0.11,0.33,26,1.59,7,0.43,170,28,10,4,624,756,82.5,9,82,8,1,50,30,27,77,8,39,1
Christian Walton,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0,0,0.0,0.0,0.0,0.0,0.0,2,0.5,0,0.0,0,0,0,0,98,160,61.3,1,1,0,0,0,0,0,0,0,1,1
Christopher Nkunku,2,1,3,2,0,4.0,4.0,1.7,5.6,0.45,0.22,0.67,0.45,0.67,0.88,0.37,1.26,0.88,1.26,15,6,40.0,3.36,1.34,0.13,0.33,19,4.24,2,0.45,103,27,15,5,123,135,91.1,9,6,2,0,3,3,4,7,1,6,0
Cody Gakpo,6,2,8,6,0,3.9,3.9,2.9,6.8,0.5,0.17,0.67,0.5,0.67,0.32,0.24,0.57,0.32,0.57,35,13,37.1,2.92,1.08,0.17,0.46,45,3.75,4,0.33,328,64,36,22,282,371,76.0,23,15,16,5,18,10,6,24,1,11,1
