ID,Name,Team,Pos,Price,16_pts,17_pts,18_pts,19_pts,20_pts,21_pts,22_pts,23_pts,24_pts,25_pts,26_pts,27_pts,28_pts,29_pts,30_pts,31_pts,32_pts,33_pts,34_pts,35_pts,36_pts,37_pts,38_pts,tba_pts
455,Bednarek,SOU,DEF,4,0.49648,1.11747,1.35315,1.63473,1.54881,1.7627,1.6516,1.62576,1.56008,1.59919,1.55797,1.85373,1.84784,1.59129,1.53068,1.88402,1.55921,1.75738,1.53255,1.69478,1.60179,1.62215,1.58714,0
456,Bella-Kotchap,SOU,DEF,3.9,0.00149,0.00162,0.00148,0.00159,0.00144,0.00164,0.00152,0.00152,0.00143,0.00149,0.00145,0.00174,0.00174,0.00148,0.00142,0.00177,0.00145,0.00163,0.00142,0.00156,0.0015,0.00149,0.00149,0
457,Bree,SOU,DEF,3.9,0.93757,1.01765,0.92337,0.99819,0.89575,1.028,0.95471,0.94818,0.89586,0.92923,0.90521,1.0944,1.09576,0.92186,0.88346,1.11058,0.9064,1.0192,0.88915,0.9743,0.94051,0.93267,0.93131,0
458,Charles,SOU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,Edozie,SOU,MID,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,Edwards,SOU,DEF,3.9,0.39341,0.42798,0.38853,0.42068,0.37755,0.43305,0.40226,0.39925,0.37742,0.39147,0.38113,0.46054,0.46077,0.38835,0.37267,0.46759,0.38145,0.4297,0.37451,0.41108,0.39575,0.39318,0.39208,0
461,Harwood-Bellis,SOU,DEF,4.1,2.01085,2.17822,1.98562,2.13991,1.92876,2.20182,2.05118,2.0371,1.93223,1.99791,1.94882,2.33819,2.33973,1.98341,1.90256,2.37184,1.95186,2.18435,1.91523,2.09095,2.02046,2.00425,2.00073,0
462,Kamaldeen,SOU,MID,5,1.14536,1.14087,1.22527,1.14689,1.19915,1.13483,1.11016,1.19311,1.08222,1.20776,1.14812,1.08171,1.01431,1.23293,1.20483,1.1339,1.13935,1.19717,1.13426,1.21911,1.07317,1.12552,1.06753,0
463,Lallana,SOU,MID,5,0.35365,0.75197,1.05525,1.10642,1.18335,1.14217,1.11114,1.17753,1.08911,1.19445,1.12409,1.07602,0.98447,1.22644,1.18753,1.14333,1.11527,1.22328,1.10593,1.24298,1.03169,1.11946,1.02267,0
464,Larios,SOU,DEF,4,0,0,0,0,0,0.02684,0.02994,0.02979,0.02968,0.03182,0.03097,0.03725,0.03724,0.03158,0.03032,0.03783,0.031,0.03482,0.03044,0.03333,0.0321,0.03187,0.0318,0
465,Lis,SOU,GK,4,0.00726,0.00744,0.00701,0.00818,0.00696,0.00866,0.00729,0.00751,0.00613,0.00691,0.00705,0.00846,0.01031,0.00662,0.00678,0.00837,0.00678,0.00746,0.00719,0.00765,0.00818,0.00775,0.00734,0
466,Lumley,SOU,GK,4,0.00728,0.00786,0.0067,0.0074,0.00651,0.00824,0.00709,0.00743,0.00634,0.0069,0.0069,0.00829,0.00965,0.00661,0.00673,0.00824,0.0066,0.00753,0.00687,0.00696,0.00769,0.0075,0.00687,0
467,Manning,SOU,DEF,4.3,2.03251,2.16113,2.04074,2.1241,1.97899,2.17691,2.04575,2.06752,1.95261,2.03895,1.9843,2.2775,2.2555,2.03938,1.95324,2.32,1.98827,2.18052,1.94938,2.10091,2.01285,2.0001,1.98977,0
468,Mara,SOU,FWD,5,0.54005,0.53571,0.58148,0.54593,0.55171,0.55766,0.57983,0.56102,0.50293,0.56382,0.52284,0.505,0.46733,0.59529,0.59151,0.51259,0.53352,0.55354,0.58597,0.58279,0.46587,0.55786,0.46992,0
469,McCarthy,SOU,GK,4.3,3.43108,1.14721,0.51881,0.5985,0.50379,0.52257,0.23156,0.23144,0.20869,0.21497,0.21505,0.2683,0.30996,0.20621,0.2099,0.26701,0.20582,0.24528,0.21399,0.22761,0.23905,0.24397,0.21378,0
470,Onuachu,SOU,FWD,4.9,0.09007,0.3739,0.80159,1.03153,1.17245,1.16987,1.17219,1.16957,1.18241,1.20808,1.14101,1.04834,0.9289,1.249,1.24756,1.12517,1.12525,1.27882,1.1366,1.32656,1.00426,1.19137,1.00667,0
471,Smallbone,SOU,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Stephens,SOU,DEF,4,0,0,1.81002,1.96611,1.75976,2.01978,1.87613,1.8554,1.75654,1.82277,1.76803,2.13702,2.12969,1.81067,1.74042,2.17628,1.76715,2.01299,1.73766,1.93299,1.82596,1.83919,1.81038,0
473,Stewart,SOU,FWD,4.4,0,0,0,0,0,0.93999,1.11509,1.09775,1.16845,1.20285,1.13455,1.05486,0.93356,1.24382,1.24451,1.13305,1.11794,1.29009,1.13075,1.33961,0.99631,1.2023,0.99964,0
474,Sugawara,SOU,DEF,4.4,1.89573,2.03615,1.91534,1.99542,1.84729,2.05036,1.92056,1.93566,1.84109,1.90775,1.85234,2.1435,2.10836,1.91379,1.81739,2.19166,1.85896,2.06286,1.81422,1.97944,1.86911,1.86622,1.84166,0
475,Taylor,SOU,DEF,3.9,0.71017,0.75524,0.70541,0.74404,0.68694,0.76354,0.71333,0.72124,0.67151,0.7094,0.69076,0.80743,0.80768,0.70539,0.67936,0.81929,0.69097,0.75856,0.67971,0.72936,0.71119,0.69983,0.70512,0
476,Walker-Peters,SOU,DEF,4.4,2.4958,2.58709,2.52159,2.539,2.44087,2.59648,2.44734,2.53579,2.34019,2.50817,2.43572,2.70247,2.67012,2.5169,2.4119,2.75593,2.43957,2.60775,2.39313,2.52155,2.44473,2.39826,2.41615,0
477,Wood,SOU,DEF,4,0.82411,0.89502,0.81337,0.87954,0.79058,0.90511,0.84153,0.83537,0.79029,0.8193,0.79798,0.96186,0.96234,0.81286,0.78049,0.9764,0.79865,0.89818,0.78431,0.85971,0.82815,0.82276,0.82057,0
478,A.Phillips,TOT,DEF,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,Austin,TOT,GK,4,0.00864,0.0074,0.00711,0.00657,0.0074,0.0089,0.00752,0.00688,0.00816,0.00678,0.00636,0.00765,0.00686,0.00788,0.00831,0.00596,0.00721,0.00659,0.00967,0.00755,0.0067,0.00838,0.00687,0
480,Bentancur,TOT,MID,4.9,0,0,1.5154,1.6257,1.58654,1.40259,1.54469,1.68993,1.57236,1.53348,1.469,1.46169,1.6047,1.55191,1.48183,1.61894,1.60821,1.60716,1.41006,1.61453,1.6131,1.49389,1.53443,0
481,Bergvall,TOT,MID,4.4,1.2687,1.0196,1.08454,1.15284,1.11894,0.98313,1.09897,1.20598,1.14079,1.07308,1.05796,1.01314,1.13329,1.11788,1.05612,1.14407,1.17347,1.13414,0.98681,1.17357,1.1364,1.06936,1.07649,0
482,Bissouma,TOT,MID,4.9,0,1.67817,1.69067,1.8284,1.78926,1.56871,1.71703,1.8934,1.74745,1.73751,1.64111,1.66406,1.80843,1.72584,1.6522,1.82471,1.7856,1.81209,1.5763,1.79145,1.82021,1.66519,1.73633,0
483,Bryan,TOT,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,Davies,TOT,DEF,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,Devine,TOT,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,Dragusin,TOT,DEF,4.3,2.07026,2.02986,2.03596,1.99553,2.03326,2.32833,1.99631,2.04957,2.34981,1.90597,1.9353,2.00085,2.00311,2.14686,2.2725,1.85809,2.11768,1.95833,2.26264,2.16051,1.92338,2.25175,1.95408,0
487,E.Royal,TOT,DEF,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,Forster,TOT,GK,4.3,4.36304,3.53516,3.64118,3.15189,3.53814,4.48044,3.83105,3.2985,4.13521,3.24645,3.29124,3.6545,3.28599,4.00416,4.20362,2.86156,3.69284,3.15642,4.84112,3.85136,3.20829,4.23845,3.28717,0
489,Gray,TOT,MID,4.6,1.31966,1.08747,1.14135,1.21487,1.1819,1.04515,1.15529,1.26591,1.19373,1.13761,1.11537,1.07968,1.19563,1.17246,1.11401,1.20604,1.22472,1.19629,1.04881,1.22505,1.19801,1.12641,1.14132,0
490,Højbjerg,TOT,MID,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,Johnson,TOT,MID,6.7,3.1447,2.46393,2.60946,2.95194,2.81542,2.3286,2.53629,3.09936,2.84301,2.63813,2.7139,2.45242,2.83858,2.72728,2.56057,2.84644,2.9439,2.81053,2.30616,2.88286,2.7468,2.62562,2.71661,0
492,Kulusevski,TOT,MID,6.3,3.2043,2.41313,2.61753,2.83215,2.69953,2.3234,2.53845,2.97615,2.81148,2.52941,2.68549,2.34673,2.72341,2.70792,2.54503,2.734,2.91152,2.69781,2.30568,2.85732,2.63882,2.60555,2.60274,0
493,"Lo Celso",TOT,MID,4.9,1.01213,0.90118,0.95791,1.04231,1.0285,0.83227,0.90955,1.0649,0.94738,1.00179,0.83282,0.86175,1.00499,0.90496,0.89532,0.94121,0.98245,0.98311,0.8553,0.92843,1.02147,0.97442,0.93481,0
494,Maddison,TOT,MID,7.6,3.64284,2.93292,3.0323,3.55829,3.36784,2.6818,2.92184,3.75069,3.29726,3.12611,3.16374,2.87506,3.39507,3.1591,2.96011,3.40375,3.42221,3.35208,2.65316,3.34274,3.25253,3.04036,3.24447,0
495,"Pedro Porro",TOT,DEF,5.6,3.44275,3.07061,3.16018,3.25776,3.22718,3.31459,3.09958,3.38084,3.564,3.03278,3.0796,3.02307,3.21545,3.31713,3.36307,3.09644,3.38002,3.16678,3.24397,3.40286,3.11463,3.36871,3.10416,0
496,Reguilón,TOT,DEF,4.2,0.0729,0.06543,0.06817,0.06702,0.06735,0.07463,0.06698,0.06948,0.07848,0.06294,0.06512,0.0644,0.06676,0.07203,0.07449,0.06295,0.07241,0.0655,0.07272,0.0735,0.06445,0.07421,0.06445,0
497,Richarlison,TOT,FWD,6.8,0,0,0.01686,0.01886,1.40228,1.19208,1.55429,1.79157,1.5507,1.61569,1.56616,1.43133,1.68356,1.57511,1.4053,1.79263,1.70715,1.70913,1.26141,1.67986,1.72645,1.44449,1.60175,0
498,Romero,TOT,DEF,5,1.94162,2.45063,2.61631,2.76689,2.77277,2.91843,2.67254,2.85802,3.01895,2.63022,2.54821,2.65996,2.76105,2.8127,2.90086,2.65012,2.80693,2.72651,2.86021,2.85784,2.70451,2.88399,2.66823,0
499,P.M.Sarr,TOT,MID,4.8,2.05451,1.67678,1.77475,1.8733,1.82039,1.62372,1.7833,1.9506,1.86143,1.74942,1.74941,1.66059,1.83984,1.82332,1.73325,1.85364,1.91031,1.83849,1.62621,1.90495,1.83583,1.75518,1.76025,0
500,Scarlett,TOT,FWD,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,Skipp,LEI,MID,4.8,1.02474,1.08923,0.9621,0.98541,1.01742,1.08398,1.025,1.04906,1.05153,0.98809,1.07222,1.09801,1.00941,1.03124,0.97317,1.06447,1.01785,0.98935,1.09371,1.08607,1.03181,1.03466,1.01393,0
502,Solomon,TOT,MID,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Son,TOT,MID,9.8,4.63254,4.60568,4.35009,5.8781,5.56085,4.01508,4.28513,6.17657,4.77556,5.1626,4.63357,4.76138,5.59563,4.59862,4.35808,5.60063,4.92938,5.51476,3.97432,4.82138,5.32672,4.46075,5.37924,0
504,Spence,TOT,DEF,4.4,0.45109,0.43815,0.44002,0.43297,0.44089,0.50665,0.43051,0.4465,0.51443,0.41031,0.41668,0.43108,0.4341,0.46648,0.49487,0.4006,0.46077,0.42361,0.49125,0.47055,0.41525,0.49033,0.42182,0
505,Udogie,TOT,DEF,4.9,2.8033,2.63029,2.67812,2.66742,2.68576,2.94658,2.63805,2.75115,3.04394,2.52606,2.5613,2.59187,2.66069,2.81296,2.92048,2.51416,2.80857,2.6124,2.87647,2.8532,2.57206,2.9049,2.58293,0
506,"Van de Ven",TOT,DEF,4.5,2.44728,2.33829,2.37407,2.32363,2.35823,2.66329,2.33959,2.38904,2.71427,2.22256,2.25599,2.30904,2.33125,2.49721,2.6176,2.18667,2.47501,2.28759,2.59583,2.52262,2.25667,2.59723,2.26806,0
507,Veliz,TOT,FWD,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Vicario,TOT,GK,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Werner,TOT,MID,6.2,2.51367,2.03983,2.01591,2.46592,2.33359,1.79055,1.97761,2.60885,2.19943,2.16187,2.07986,1.98174,2.35612,2.11294,1.97583,2.3639,2.28077,2.32902,1.77715,2.23987,2.2674,2.02483,2.23778,0
510,Whiteman,TOT,GK,4,0.00864,0.0074,0.00711,0.00657,0.0074,0.0089,0.00752,0.00688,0.00816,0.00678,0.00636,0.00765,0.00686,0.00788,0.00831,0.00596,0.00721,0.00659,0.00967,0.00755,0.0067,0.00838,0.00687,0
511,Álvarez,WHU,MID,5,1.54733,1.51886,1.7742,1.43948,1.45311,1.49244,1.57785,1.5246,1.50981,1.56166,1.4241,1.64767,1.55032,1.56705,1.64757,1.56795,1.42995,1.5825,1.52635,1.50313,1.57478,1.57098,1.50846,0
512,Antonio,WHU,FWD,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Areola,WHU,GK,4.2,0.84048,0.68475,0.89728,0.73787,0.9293,0.68148,0.66812,0.87181,0.86456,0.64556,0.92392,0.68654,0.73802,0.78557,0.75511,0.68436,1.00075,0.59408,0.8217,0.72233,0.8597,0.65688,0.66992,0
514,Bowen,WHU,MID,7.4,3.1397,3.3615,3.73061,2.93498,2.75078,3.1015,3.21698,2.97644,2.89443,3.31874,2.61218,3.76419,3.3524,2.84961,3.36303,3.37937,2.5818,3.38444,2.9881,3.16244,3.04823,3.33009,3.10345,0
515,Cornet,SOU,MID,4.7,0.07686,0.07699,0.08248,0.07704,0.0804,0.07641,0.07472,0.08009,0.07338,0.08104,0.07708,0.07279,0.06789,0.08291,0.08057,0.07643,0.07663,0.08079,0.07601,0.08196,0.07175,0.07531,0.07117,0
516,Coufal,WHU,DEF,4.2,1.39415,1.37761,1.40245,1.41587,1.5871,1.35342,1.36048,1.52033,1.5333,1.37753,1.5682,1.46589,1.43698,1.33798,1.43222,1.41859,1.52152,1.32304,1.41847,1.40889,1.46047,1.38729,1.30328,0
517,Cresswell,WHU,DEF,4,0.71749,0.65625,0.70045,0.69709,0.84712,0.6443,0.63945,0.79722,0.80799,0.64872,0.83888,0.68849,0.68953,0.68244,0.72876,0.67465,0.80947,0.60718,0.73092,0.67993,0.7562,0.65448,0.6532,0
518,Downes,SOU,MID,4.8,2.05274,1.98357,2.18269,1.9713,2.12123,1.96255,1.92727,2.11724,1.91326,2.1371,2.05285,1.88529,1.77295,2.18586,2.11627,1.96487,2.04857,2.05939,2.02396,2.07626,1.92252,1.92803,1.90203,0
519,Earthy,WHU,MID,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Emerson,WHU,DEF,4.4,0,2.19768,2.30414,2.28284,2.63899,2.15867,2.15557,2.52038,2.54286,2.18598,2.60699,2.32019,2.29343,2.19937,2.36244,2.25713,2.52537,2.08347,2.34477,2.25498,2.41321,2.2018,2.15003,0
521,Fabianski,WHU,GK,4.1,3.10324,2.61798,3.33041,2.83047,3.45856,2.60493,2.55146,3.22856,3.19958,2.46122,3.43704,2.62513,2.83107,2.88363,2.76173,2.61643,3.74437,2.2553,3.02812,2.76832,3.18014,2.50651,2.42099,0
522,Foderingham,WHU,GK,4.3,0.00933,0.00756,0.00996,0.00814,0.01031,0.00752,0.00737,0.00967,0.00959,0.00712,0.01025,0.00758,0.00814,0.00872,0.00839,0.00755,0.01109,0.00656,0.00912,0.00797,0.00954,0.00725,0.00745,0
523,Ings,WHU,FWD,5,1.2826,1.32315,1.64669,1.17366,1.08746,1.31325,1.43214,1.22906,1.19523,1.40838,1.04587,1.49817,1.34828,1.34624,1.45935,1.38955,1.07072,1.48803,1.28227,1.28832,1.32267,1.41378,1.33521,0
524,Kilman,WHU,DEF,4.5,2.70868,2.49456,2.73494,2.58003,3.00381,2.46762,2.48248,2.90162,2.92609,2.49532,2.97926,2.60532,2.58724,2.65126,2.76804,2.55717,2.91264,2.40167,2.74102,2.55408,2.82089,2.51194,2.53701,0
525,Kudus,WHU,MID,6.2,2.11986,2.4888,2.49597,2.25806,1.94592,2.37299,2.46902,2.07436,2.03319,2.52185,1.8742,2.80729,2.53668,2.04233,2.29474,2.55852,1.86437,2.5675,2.07966,2.41121,2.12868,2.53151,2.11802,0
526,L.Guilherme,WHU,MID,4.7,0.2232,0.23022,0.26327,0.21883,0.21357,0.22755,0.23969,0.22509,0.2223,0.23904,0.20831,0.25568,0.23813,0.22876,0.24491,0.24066,0.20864,0.24244,0.22535,0.22973,0.23215,0.24035,0.22436,0
527,L.Paquetá,WHU,MID,5.7,2.24262,2.39322,2.62065,2.20886,2.08609,2.31335,2.41791,2.21239,2.17531,2.44852,2.02062,2.68765,2.45399,2.20761,2.42895,2.47709,2.01613,2.49006,2.2182,2.34484,2.27428,2.4593,2.24098,0
528,Mavropanos,WHU,DEF,4.4,1.8625,1.73497,1.8515,1.8096,2.12215,1.70806,1.70747,2.02631,2.04663,1.72441,2.10132,1.81414,1.806,1.78943,1.8975,1.77768,2.04028,1.64228,1.88886,1.78151,1.94554,1.73711,1.72752,0
529,N.Aguerd,WHU,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,Souček,WHU,MID,4.9,1.88319,1.99698,2.16527,1.86698,1.77427,1.94507,2.03816,1.86367,1.84143,2.0482,1.73277,2.216,2.04739,1.88837,2.01742,2.06709,1.73469,2.07864,1.86598,1.96765,1.91718,2.05817,1.86111,0
531,Ward-Prowse,NFO,MID,6.2,0.87459,0.88558,0.86348,0.81738,0.91339,0.8177,0.91298,0.81446,0.87076,0.85846,0.81823,0.78592,0.80141,0.84302,0.85381,0.82734,0.90496,0.85348,0.89886,0.84748,0.97809,0.90135,0.85859,0
532,Zouma,WHU,DEF,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,Aït-Nouri,WOL,DEF,4.9,2.33848,2.6132,2.31977,2.83139,2.39886,2.73961,2.77122,2.38072,2.37739,2.73269,2.55605,2.33947,2.32124,2.63568,2.44797,2.40566,2.42976,2.67552,2.52549,2.83963,2.37731,2.62362,2.38202,0
534,B.Traore,WOL,MID,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
